Account: <b>{0}</b> is capital Work in progress and can not be updated by Journal Entry,Tài khoản: <b>{0}</b> là vốn đang trong quá trình thực hiện và không thể cập nhật bằng Nhật ký chung,
Account: {0} can only be updated via Stock Transactions,Tài khoản: {0} chỉ có thể được cập nhật thông qua các Giao dịch Kho,
Account: {0} is not permitted under Payment Entry,Tài khoản: {0} không được phép trong Phiếu thu chi,
Account: {0} with currency: {1} can not be selected,Không thể chọn Tài khoản: {0} với tiền tệ: {1},
Accountant,Kế toán,
Accounting,Kế toán,
Accounting Details,Chi Tiết Kế Toán,
Accounting Dimension,Khía cạnh Kế toán,
Accounting Dimension <b>{0}</b> is required for 'Balance Sheet' account {1}.,Kích thước kế toán <b>{0}</b> là bắt buộc đối với tài khoản 'Bảng cân đối kế toán' {1}.,
Accounting Dimension <b>{0}</b> is required for 'Profit and Loss' account {1}.,Kích thước kế toán <b>{0}</b> là bắt buộc đối với tài khoản 'Lãi và Lỗ' {1}.,
Accounting Dimension Detail,Chi Tiết Chiều Kế Toán,
Accounting Dimension Filter,Bộ lọc chiều kế toán,
Accounting Dimensions,Các Chiều Kế Toán,
Accounting Dimensions ,Các Chiều Kế Toán,
Accounting Dimensions Filter,Bộ lọc Chiều kế toán,
Accounting Entries,Các mục nhập kế toán,
Accounting Entry for Asset,Bút toán Kế toán cho Tài sản,
Accounting Entry for Service,Mục nhập kế toán cho Dịch vụ,
Accounting Entry for Stock,Bút toán kế toán cho kho,
Accounting Entry for {0},Bút toán kế toán cho {0},
Accounting Entry for {0}: {1} can only be made in currency: {2},Bút toán kế toán cho {0}: {1} chỉ có thể được thực hiện bằng đơn vị tiền tệ: {2},
Accounting Ledger,Sổ Cái Kế Toán,
Accounting Masters,Quản lý Kế toán,
Accounting Period,Kỳ Kế Toán,
Accounting Period overlaps with {0},Kỳ kế toán trùng với {0},
Accounting entries are frozen up to this date. Nobody can create or modify entries except users with the role specified below,Các bút toán kế toán bị đóng băng đến ngày này. Không ai có thể tạo hoặc sửa đổi các bút toán ngoại trừ người dùng có vai trò được chỉ định bên dưới,
Accounts,Tài khoản,
Accounts Closing,Khóa Sổ Kế Toán,
Accounts Frozen Till Date,Các tài khoản bị đóng băng đến ngày,
Accounts Manager,Kế toán trưởng,
Accounts Missing Error,Lỗi Thiếu Tài Khoản,
Accounts Payable,Phải trả,
Accounts Payable Summary,Tóm tắt công nợ phải trả,
Accounts Receivable,Phải thu,
Accounts Receivable Credit Account,Tài khoản tín dụng phải thu,
Accounts Receivable Discounted Account,Tài khoản chiết khấu phải thu,
Accounts Receivable Summary,Tóm tắt công nợ phải thu,
Accounts Receivable Unpaid Account,Tài khoản phải thu Tài khoản chưa thanh toán,
Accounts Receivable/Payable,Phải thu / Phải trả,
Accounts Settings,Cài đặt kế toán,
Accounts User,Người dùng Tài khoản,
Accounts table cannot be blank.,Bảng tài khoản không được để trống.,
Accounts to Merge,Các tài khoản để hợp nhất,
Accumulated Depreciation,Khấu hao lũy kế,
Accumulated Depreciation Account,Tài khoản khấu hao lũy kế,
Accumulated Depreciation Amount,Số tiền khấu hao lũy kế,
Accumulated Depreciation as on,Khấu hao lũy kế tính đến ngày,
Accumulated Monthly,Tích lũy hàng tháng,
Accumulated Values,Giá trị lũy kế,
Accumulated Values in Group Company,Giá trị tích lũy trong nhóm công ty,
Achieved ({}),Đạt được ({}),
Acquisition Date,Ngày mua,
Acre,Mẫu Anh,
Acre (US),Acre (Hoa Kỳ),
Action,Hành động,
Action If Quality Inspection Is Not Submitted,Hành động Nếu Kiểm Tra Chất Lượng Không Được Gửi,
Action If Quality Inspection Is Rejected,Hành động Nếu Kiểm tra Chất lượng Bị từ chối,
Action If Same Rate is Not Maintained,Hành Động Nếu Không Duy Trì Được Tỷ Giá Như Cũ,
Action Initialised,Hành động đã được khởi tạo,
Action if Accumulated Monthly Budget Exceeded on Actual,Hành động nếu Ngân sách Hàng tháng Tích lũy Vượt quá Thực tế,
Action if Accumulated Monthly Budget Exceeded on MR,Hành động nếu Ngân sách Hàng tháng Tích lũy Vượt quá trên MR,
Action if Accumulated Monthly Budget Exceeded on PO,Hành động nếu Ngân sách Hàng tháng Tích lũy Vượt quá trên Đơn đặt hàng,
Action if Annual Budget Exceeded on Actual,Hành động nếu Ngân sách Hàng năm Vượt quá Ngân sách Thực tế,
Action if Annual Budget Exceeded on MR,Hành động nếu Ngân sách Hàng năm Vượt quá trên MR,
Action if Annual Budget Exceeded on PO,Hành động nếu Vượt quá Ngân sách Hàng năm trên Đơn đặt hàng,
Action if Same Rate is Not Maintained Throughout Sales Cycle,Hành động nếu Không Duy Trì Cùng Tỷ Giá Trong Suốt Chu Kỳ Bán Hàng,
Actions,Các hành động,
Actions performed,Các hành động đã thực hiện,
Active,Hoạt động,
Active Leads,Khách hàng tiềm năng đang hoạt động,
Active Status,Trạng thái hoạt động,
Activities,Các hoạt động,
Activity,Hoạt động,
Activity Cost,Chi phí hoạt động,
Activity Cost exists for Employee {0} against Activity Type - {1},Chi phí hoạt động đã tồn tại cho Nhân viên {0} đối với Loại hoạt động - {1},
Activity Cost per Employee,Chi phí hoạt động trên mỗi nhân viên,
Activity Type,Loại hoạt động,
Actual,Thực tế,
Actual Balance Qty,Số lượng tồn kho thực tế,
Actual Batch Quantity,Số lượng lô thực tế,
Actual Cost,Chi Phí Thực Tế,
Actual Date,Ngày Thực Tế,
Actual Delivery Date,Ngày Giao Hàng Thực Tế,
Actual End Date,Ngày Kết Thúc Thực Tế,
Actual End Date (via Timesheet),Ngày kết thúc thực tế (qua bảng chấm công),
Actual End Time,Thời gian kết thúc thực tế,
Actual Expense,Chi phí Thực tế,
Actual Operating Cost,Chi Phí Vận Hành Thực Tế,
Actual Operation Time,Thời Gian Vận Hành Thực Tế,
Actual Posting,Ghi Sổ Thực Tế,
Actual Qty,Số lượng thực tế,
Actual Qty (at source/target),Số lượng thực tế (tại nguồn/đích),
Actual Qty in Warehouse,Số lượng thực tế trong kho,
Actual Qty is mandatory,Số lượng thực tế là bắt buộc,
Actual Qty {0} / Waiting Qty {1},Số lượng thực tế {0} / Số lượng chờ {1},
Actual Qty: Quantity available in the warehouse.,Số lượng thực tế: Số lượng có sẵn trong kho.,
Actual Quantity,Số lượng thực tế,
Actual Start Date,Ngày Bắt Đầu Thực Tế,
Actual Start Date (via Timesheet),Ngày Bắt Đầu Thực Tế (qua Bảng chấm công),
Actual Start Time,Thời Gian Bắt Đầu Thực Tế,
Actual Time,Thời Gian Thực Tế,
Actual Time and Cost,Thời gian và chi phí thực tế,
Actual Time in Hours (via Timesheet),Thời gian thực tế theo giờ (thông qua bảng chấm công),
Actual qty in stock,Số lượng thực tế trong kho,
Actual type tax cannot be included in Item rate in row {0},Thuế loại thực tế không thể được bao gồm trong giá hàng hóa ở dòng {0},
Add,Thêm,
Add / Edit Prices,Thêm / Sửa Giá,
Add Child,Thêm con,
Add Columns in Transaction Currency,Thêm cột theo Tiền tệ giao dịch,
Add Comment,Thêm bình luận,
Add Corrective Operation Cost in Finished Good Valuation,Thêm Chi phí Hoạt động Khắc phục vào Định giá Thành phẩm,
Add Customers,Thêm Khách Hàng,
Add Discount,Thêm chiết khấu,
Add Employees,Thêm Nhân Viên,
Add Item,Thêm Hàng Hóa,
Add Items,Thêm hàng hóa,
Add Items in the Purpose Table,Thêm các Mục trong Bảng Mục đích,
Add Lead to Prospect,Thêm Cơ Hội vào Khách Hàng Tiềm Năng,
Add Leads,Thêm Mối Quản Tâm,
Add Local Holidays,Thêm ngày lễ địa phương,
Add Manually,Thêm thủ công,
Add Multiple,Thêm nhiều,
Add Multiple Tasks,Thêm nhiều nhiệm vụ,
Add Or Deduct,Thêm Hoặc Bớt,
Add Order Discount,Thêm Chiết Khấu Đơn Hàng,
Add Participants,Thêm người tham gia,
Add Quote,Thêm báo giá,
Add Raw Materials,Thêm Nguyên liệu thô,
Add Sales Partners,Thêm Đối Tác Bán Hàng,
Add Serial / Batch Bundle,Thêm Gói Số Sê-ri / Lô,
Add Serial / Batch No,Thêm Số Sê-ri / Lô,
Add Serial / Batch No (Rejected Qty),Thêm Số Sê-ri / Lô (Số lượng bị từ chối),
Add Stock,Thêm Kho,
Add Sub Assembly,Thêm cụm lắp ráp con,
Add Suppliers,Thêm Nhà cung cấp,
Add Template,Thêm Mẫu,
Add Timesheets,Thêm bảng chấm công,
Add Weekly Holidays,Thêm Ngày lễ hàng tuần,
Add a Note,Thêm ghi chú,
Add details,Thêm chi tiết,
Add items in the Item Locations table,Thêm các hàng hóa trong bảng Vị trí Hàng hóa,
Add or Deduct,Thêm hoặc Bớt,
Add the rest of your organization as your users. You can also add invite Customers to your portal by adding them from Contacts,Thêm phần còn lại của tổ chức của bạn làm người dùng của bạn. Bạn cũng có thể thêm lời mời Khách hàng vào cổng thông tin của bạn bằng cách thêm họ từ Danh bạ,
Add to Holidays,Thêm vào Kỳ nghỉ,
Add to Prospect,Thêm vào Khách hàng tiềm năng,
Add to Transit,Thêm vào trung chuyển,
Add/Edit Coupon Conditions,Thêm/Sửa Điều kiện Coupon,
Added,Đã thêm,
Added By,Được thêm bởi,
Added On,Đã thêm vào,
Added Supplier Role to User {0}.,Đã thêm Vai trò Nhà cung cấp cho Người dùng {0}.,
Added {0} ({1}),Đã thêm {0} ({1}),
Added {1} Role to User {0}.,Đã thêm Vai trò {1} cho Người dùng {0}.,
Adding Lead to Prospect...,Đang thêm khách hàng tiềm năng vào cơ hội...,
Additional,Bổ sung,
Additional Asset Cost,Chi Phí Phát Sinh Thêm Của Tài Sản,
Additional Cost,Chi phí bổ sung,
Additional Cost Per Qty,Chi Phí Phát Sinh Thêm Theo Số Lượng,
Additional Costs,Chi phí bổ sung,
Additional Data,Dữ liệu bổ sung,
Additional Details,Chi Tiết Bổ Sung,
Additional Discount,Giảm Giá,
Additional Discount Amount,Giảm giá bằng tiền,
Additional Discount Amount (Company Currency),Giảm giá bằng tiền (Tiền tệ công ty),
Additional Discount Percentage,Giảm giá phần trăm,
Additional Info,Thông Tin Bổ Sung,
Additional Information,Thông Tin Thêm,
Additional Notes,Ghi chú thêm,
Additional Operating Cost,Chi Phí Vận Hành Bổ Sung,
Additional information regarding the customer.,Thông tin bổ sung liên quan đến khách hàng.,
Address,Địa chỉ,
Address & Contact,Địa chỉ & Liên hệ,
Address & Contacts,Địa chỉ & Liên hệ,
Address And Contacts,Địa chỉ và Liên hệ,
Address Desc,Mô Tả Địa Chỉ,
Address HTML,Địa chỉ HTML,
Address Line 1,Địa chỉ dòng 1,
Address Line 2,Địa chỉ dòng 2,
Address Name,Tên địa chỉ,
Address and Contact,Địa chỉ và Liên hệ,
Address and Contacts,Địa chỉ và Liên hệ,
Address needs to be linked to a Company. Please add a row for Company in the Links table.,Địa chỉ cần được liên kết với một Công ty. Vui lòng thêm một hàng cho Công ty trong bảng Liên kết.,
Address used to determine Tax Category in transactions,Địa chỉ dùng để xác định Hạng mục Thuế trong các giao dịch,
Adjust Asset Value,Điều chỉnh Giá trị Tài sản,
Adjustment Against,Điều chỉnh đối ứng,
Adjustment based on Purchase Invoice rate,Điều chỉnh dựa trên đơn giá Hóa đơn Mua hàng,
Administrative Assistant,Trợ lý Hành chính,
Administrative Expenses,Chi phí quản lý,
Administrative Officer,Nhân viên hành chính,
Administrator,Quản trị viên,
Advance Account,Tài khoản tạm ứng,
Advance Account: {0} must be in either customer billing currency: {1} or Company default currency: {2},Tài khoản ứng trước: {0} phải bằng đơn vị tiền tệ thanh toán của khách hàng: {1} hoặc đơn vị tiền tệ mặc định của Công ty: {2},
Advance Amount,Số tiền tạm ứng,
Advance Paid,Thanh toán trước,
Advance Payment,Thanh toán trước,
Advance Payment Date,Ngày thanh toán trước,
Advance Payment Ledger Entry,Bút toán nhật ký thanh toán trước,
Advance Payment Status,Trạng thái thanh toán trước,
Advance Payments,Thanh toán trước,
Advance Reconciliation Takes Effect On,Đối chiếu tạm ứng có hiệu lực vào ngày,
Advance Tax,Thuế trả trước,
Advance Taxes and Charges,Thuế và phí trả trước,
Advance amount,Số tiền ứng trước,
Advance amount cannot be greater than {0} {1},Số tiền ứng trước không được lớn hơn {0} {1},
Advance paid against {0} {1} cannot be greater than Grand Total {2},Khoản tạm ứng trả trước cho {0} {1} không được lớn hơn Tổng cộng {2},
Advance payments allocated against orders will only be fetched,Chỉ những khoản thanh toán trước được phân bổ cho các đơn đặt hàng mới được tìm nạp,
Advanced Settings,Cài đặt nâng cao,
Advances,Tạm ứng,
Advertisement,Quảng cáo,
Advertising,Quảng cáo,
Aerospace,Hàng không vũ trụ,
Affected Transactions,Các Giao Dịch Bị Ảnh Hưởng,
Against,Phản đối,
Against Account,Tài khoản đối ứng,
Against Blanket Order,Đối chiếu Đơn hàng gối đầu,
Against Customer Order {0},Đối với Đơn hàng Khách hàng {0},
Against Default Supplier,Chống lại Nhà cung cấp Mặc định,
Against Delivery Note Item,Đối với mục Phiếu giao hàng,
Against Docname,Đối chiếu Tên tài liệu,
Against Doctype,Chống lại Doctype,
Against Document Detail No,Số Chi Tiết Chứng Từ Đối Ứng,
Against Document No,Theo Số Chứng Từ,
Against Expense Account,Đối ứng với Tài khoản Chi phí,
Against Income Account,Đối ứng Tài khoản Thu nhập,
Against Journal Entry {0} does not have any unmatched {1} entry,Đối với bút toán nhật ký {0} không có bất kỳ bút toán {1} chưa khớp nào,
